-7.015300000000000580e+01,-2.633099999999999952e+01
-1.655180000000000007e+02,5.369299999999999784e+01
-1.019389999999999930e+02,-4.363999999999999879e+00
-7.026600000000000534e+01,-2.564000000000000057e+01
-2.766100000000000136e+01,-5.603499999999999659e+01
-3.712800000000000011e+01,7.647000000000000242e+00
-1.094579999999999984e+02,-3.467799999999999727e+01
-2.768100000000000094e+01,-5.586399999999999721e+01
-2.184299999999999997e+01,-1.020000000000000018e+00
-1.637599999999999909e+02,5.401100000000000279e+01
-8.839900000000000091e+01,1.443299999999999983e+01
-6.674699999999999989e+01,-2.403200000000000003e+01
-1.287700000000000102e+02,4.897299999999999898e+01
-9.101999999999999602e+01,1.361599999999999966e+01
-7.610599999999999454e+01,-1.349399999999999977e+01
-7.244299999999999784e+01,-3.915699999999999648e+01
-1.056209999999999951e+02,-4.384000000000000341e+00
-7.164799999999999613e+01,-3.093599999999999994e+01
-1.147630000000000052e+02,-2.668199999999999861e+01
-9.845999999999999375e+01,1.620299999999999940e+01
-2.939199999999999946e+01,-6.008800000000000097e+01
-1.679699999999999989e+02,5.186800000000000210e+01
-3.376800000000000068e+01,3.632999999999999829e+01
-1.029959999999999951e+02,1.848100000000000165e+01
-1.400699999999999932e+02,6.134000000000000341e+01
-7.810999999999999943e+01,5.238999999999999879e+00
-8.788400000000000034e+01,1.256700000000000017e+01
-6.336200000000000188e+01,-2.468900000000000006e+01
-7.298300000000000409e+01,-1.700199999999999889e+01
-6.994700000000000273e+01,-3.279699999999999704e+01
-1.642640000000000100e+02,5.428999999999999915e+01
-7.717799999999999727e+01,-2.169999999999999929e+00
-1.265739999999999981e+02,4.077300000000000324e+01
-3.262199999999999989e+01,4.405999999999999694e+00
-7.407099999999999795e+01,-1.167800000000000082e+01
-6.686599999999999966e+01,-2.788899999999999935e+01
-1.125100000000000051e+02,2.481400000000000006e+01
-8.251699999999999591e+01,5.105000000000000426e+00
-1.245769999999999982e+02,-5.571300000000000097e+01
-1.160480000000000018e+02,3.710000000000000142e+01
-9.946999999999999176e+00,-4.820900000000000318e+01
-3.385900000000000176e+01,7.083999999999999631e+00
-1.013629999999999995e+02,1.728000000000000114e+01
-7.465200000000000102e+01,-9.551000000000000156e+00
-7.097400000000000375e+01,-2.703999999999999915e+01
-7.848099999999999454e+01,-2.469999999999999973e-01
-1.038649999999999949e+02,1.036599999999999966e+01
-1.163259999999999934e+02,3.730299999999999727e+01
-4.818200000000000216e+01,1.414000000000000057e+01
-9.566200000000000614e+01,2.454000000000000181e+00
-1.093370000000000033e+02,-8.951000000000000512e+00
-9.362500000000000000e+01,1.591999999999999993e+01
-6.833700000000000330e+01,-2.148600000000000065e+01
-7.229399999999999693e+01,-3.402300000000000324e+01
-2.375000000000000000e+01,-1.203999999999999959e+00
-8.269700000000000273e+01,-4.303199999999999648e+01
