1.932264025698342280e+01,1.678609779152137449e+01
1.789497086198052500e+01,1.184415463915305544e+01
1.948313724715521289e+01,1.619475438657610056e+01
1.209517273090392209e+01,1.326808924441094462e+01
1.994819708514637568e+01,1.011966137554547984e+01
1.102071273846111410e+01,1.231341374393557153e+01
1.691876073543468095e+01,1.755532581097256184e+01
1.028782420779330842e+01,1.136687212245657719e+01
1.986302704035505684e+01,1.065943371414481788e+01
1.105449110731745144e+01,8.802234121079195006e+00
1.899980516234680294e+01,1.724350825771531959e+01
1.194347806990940519e+01,1.287091902943976329e+01
1.595940362352313358e+01,1.453647201820497159e+01
1.301091652814074884e+01,1.454274729112924192e+01
1.948406813913332769e+01,1.618460097886965343e+01
9.846171789370051997e+00,1.048251926688737434e+01
1.153407450756639996e+01,1.597509282706405109e+01
1.747878407972303094e+01,1.103866743048385857e+01
1.100411080648479789e+01,1.692084605760808458e+01
9.981490550895109948e+00,1.077297994568096939e+01
9.500422610541111368e+00,9.768853044562140653e+00
1.172979554399741886e+01,1.548709667612762075e+01
1.822740740740740861e+01,1.222717592592592872e+01
1.196127815759895263e+01,1.294581597984794996e+01
1.706029421082662978e+01,1.022603529721861726e+01
1.239000000000000057e+01,1.464000000000000057e+01
1.657203303703703412e+01,1.730722808641974808e+01
1.987965650600461132e+01,1.057958834345656030e+01
1.937562926425584564e+01,1.208799160976598586e+01
1.873748405016657159e+01,1.259131217406844527e+01
1.754289459541209695e+01,1.774467766239432365e+01
9.886589999526814054e+00,1.057006065999678057e+01
1.290645182020784709e+01,1.455509276396914053e+01
1.941626026945835193e+01,1.654203177322222729e+01
1.145429253679211712e+01,1.617642160978525823e+01
1.193730216019736901e+01,1.511053212955561875e+01
1.168462172041598457e+01,1.559056916236346169e+01
1.940242623489767126e+01,1.202852141037231704e+01
1.982867485567074084e+01,8.949539705924451027e+00
1.925035443806021718e+01,1.235086240937208402e+01
1.991819851157027443e+01,1.036155586743666568e+01
1.738091267728720979e+01,1.771965332306291785e+01
1.144290238383161196e+01,9.007226685504242880e+00
1.892973482258253526e+01,1.268990753768448876e+01
1.752985443750778316e+01,1.115620757582352951e+01
1.916682405076755558e+01,1.251341252877817034e+01
1.865664619129375268e+01,1.430358766987928476e+01
1.676286413290851840e+01,1.746103714418262953e+01
1.050185788454315983e+01,1.170815423193505467e+01
1.204834414739951498e+01,1.311790648956767313e+01
1.982109409660975530e+01,8.929206354349410901e+00
1.692011889042598227e+01,1.004108341043080799e+01
1.229185995570295553e+01,1.120306810801350750e+01
1.624045516613563933e+01,1.685415076502923526e+01
1.662146651002112208e+01,1.452484022716954470e+01
1.373782318943137426e+01,1.449612299254142656e+01
1.215167740332364055e+01,1.379804039533102866e+01
1.632178573145197831e+01,1.700144541280067045e+01
1.655925352753754964e+01,1.729502013234830571e+01
1.701794313979519302e+01,1.016630079559216782e+01
1.701192597894856817e+01,1.760105756633827667e+01
1.647924743817748094e+01,1.721172222448818800e+01
9.664436100261623253e+00,1.009325988099059046e+01
1.830205649157942460e+01,1.766666869927523109e+01
1.976974273167582297e+01,1.102975466072086874e+01
1.609769212992885912e+01,1.641044551527451389e+01
1.903999999999999915e+01,1.274000000000000021e+01
1.933428210615907261e+01,1.676109354354279546e+01
1.483913386751461339e+01,1.451084158445002714e+01
